imagenet-zeroshot-val-top1,imagenet-zeroshot-val-top5,name,epoch
0.60942,0.85932,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,384
0.60806,0.861,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,347
0.60898,0.86056,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,372
0.59236,0.85212,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,259
0.60896,0.86018,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,373
0.58488,0.8502,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,239
0.5534,0.82792,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,68
0.5675,0.83632,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,138
0.59154,0.85228,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,269
0.55462,0.8293,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,97
0.606,0.8564,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,329
0.60762,0.85996,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,378
0.59008,0.85368,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,263
0.57078,0.83844,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,136
0.61012,0.86246,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,387
0.61354,0.8615,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,418
0.54494,0.81676,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,52
0.5761,0.8429,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,196
0.6114,0.86286,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,380
0.55744,0.82806,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,93
0.6065,0.8595,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,323
0.6087,0.8602,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,349
0.55272,0.8259,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,80
0.5783,0.8423,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,179
0.57566,0.8395,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,168
0.61286,0.86216,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,377
0.58372,0.8494,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,224
0.56976,0.83824,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,152
0.6132,0.8618,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,422
0.5869,0.85076,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,240
0.5745,0.84052,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,262
0.55658,0.82918,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,100
0.57324,0.83974,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,156
0.59058,0.85022,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,245
0.55538,0.82544,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,88
0.58458,0.84994,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,217
0.60652,0.85866,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,345
0.50966,0.78502,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,22
0.58932,0.8512,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,219
0.59882,0.8586,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,295
0.59836,0.85652,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,285
0.58122,0.84552,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,199
0.61314,0.86182,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,413
0.60004,0.85718,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,303
0.58592,0.85026,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,211
0.5989,0.85754,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,296
0.5604,0.83306,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,104
0.51444,0.79134,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,23
0.56454,0.83594,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,119
0.5874,0.84904,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,230
0.60148,0.85812,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,317
0.59656,0.85266,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,275
0.6131,0.86208,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,421
0.59022,0.85178,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,215
0.5733,0.84178,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,173
0.55122,0.82518,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,91
0.61148,0.86174,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,410
0.61262,0.86198,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,400
0.60366,0.8571,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,331
0.60354,0.8594,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,314
0.613,0.8619,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,427
0.56266,0.83224,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,132
0.59218,0.8511,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,270
0.52824,0.80366,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,30
0.5941,0.85498,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,305
0.6093,0.86038,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,386
0.571,0.8396,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,145
0.61032,0.86168,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,375
0.60942,0.86052,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,352
0.60748,0.85946,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,354
0.57368,0.84226,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,178
0.59098,0.8508,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,257
0.5868,0.85186,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,216
0.58632,0.84672,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,238
0.56164,0.83242,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,106
0.5277,0.80146,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,32
0.60948,0.86028,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,350
0.60422,0.85902,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,330
0.5616,0.82886,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,123
0.60338,0.8583,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,328
0.6088,0.85968,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,363
0.57594,0.84468,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,202
0.56232,0.83296,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,125
0.61298,0.86194,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,423
0.60856,0.86012,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,324
0.6089,0.8614,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,361
0.6089,0.86048,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,370
0.5857,0.85126,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,227
0.47296,0.75176,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,14
0.6027,0.85848,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,319
0.60806,0.86082,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,346
0.56792,0.83902,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,141
0.6094,0.86118,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,395
0.61126,0.86218,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,402
0.57484,0.83998,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,181
0.61046,0.86158,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,406
0.56426,0.83534,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,114
0.05882,0.1653,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,2
0.5713,0.84158,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,142
0.56732,0.8359,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,158
0.59614,0.85586,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,279
0.57674,0.84456,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,151
0.61036,0.86316,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,379
0.60608,0.8595,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,335
0.60248,0.85852,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,308
0.60968,0.85992,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,391
0.59562,0.85374,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,274
0.56908,0.8388,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,146
0.58202,0.84588,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,209
0.59808,0.85616,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,292
0.52434,0.79994,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,27
0.58678,0.84752,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,221
0.56642,0.8358,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,144
0.61158,0.86104,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,399
0.2583,0.50226,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,5
0.60252,0.85852,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,321
0.59858,0.85624,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,313
0.5829,0.84866,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,200
0.61052,0.86164,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,362
0.59442,0.85314,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,276
0.49544,0.77398,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,17
0.60086,0.85876,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,282
0.54858,0.82166,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,85
0.58252,0.84902,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,183
0.59514,0.85498,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,268
0.61152,0.861,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,404
0.54158,0.8151,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,49
0.60608,0.85856,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,339
0.58048,0.84332,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,208
0.58754,0.85038,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,234
0.57558,0.84256,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,170
0.55756,0.8289,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,87
0.34292,0.60994,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,7
0.57444,0.8425,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,155
0.60328,0.85644,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,337
0.60544,0.85812,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,338
0.5894,0.85278,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,247
0.59492,0.8534,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,256
0.6035,0.85988,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,326
0.58364,0.84766,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,203
0.5995,0.8553,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,288
0.51152,0.78856,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,21
0.6091,0.86028,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,356
0.61246,0.86268,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,408
0.54224,0.81756,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,63
0.53078,0.80744,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,34
0.54722,0.81896,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,60
0.60918,0.86018,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,367
0.57304,0.84022,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,137
0.55376,0.82676,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,84
0.55392,0.82428,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,78
0.55094,0.82524,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,77
0.54416,0.81822,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,65
0.59788,0.85406,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,290
0.59412,0.8531,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,254
0.59044,0.85082,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,236
0.5398,0.81188,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,40
0.60098,0.85488,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,291
0.59242,0.8524,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,273
0.57576,0.84338,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,194
0.59338,0.85388,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,248
0.6109,0.86272,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,389
0.61296,0.86168,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,425
0.55014,0.82194,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,69
0.55176,0.82244,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,74
0.54266,0.81846,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,61
0.59316,0.85346,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,267
0.61028,0.86032,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,383
0.48046,0.7587,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,15
0.56004,0.8306,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,90
0.54694,0.82324,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,67
0.57164,0.83708,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,129
0.58646,0.84672,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,207
0.56304,0.83278,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,121
0.56986,0.83664,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,147
0.5646,0.83036,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,113
0.57898,0.84568,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,186
0.57692,0.84478,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,182
0.60474,0.8573,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,340
0.57228,0.83914,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,148
0.54518,0.82036,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,66
0.5807,0.8449,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,185
0.6125,0.862,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,428
0.53138,0.81128,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,36
0.60464,0.85944,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,343
0.58646,0.85018,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,223
0.59122,0.85158,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,258
0.571,0.84056,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,143
0.55432,0.82756,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,72
0.61028,0.8614,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,403
0.58846,0.85058,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,266
0.55526,0.82552,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,86
0.5646,0.83076,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,94
0.58816,0.84964,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,231
0.59082,0.84962,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,242
0.52616,0.7997,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,29
0.56028,0.83308,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,103
0.6081,0.85956,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,374
0.60064,0.85742,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,298
0.61356,0.86208,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,417
0.58974,0.84912,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,213
0.60304,0.85818,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,312
0.5584,0.8291,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,99
0.54498,0.82446,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,62
0.58368,0.8495,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,204
0.58088,0.84338,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,190
0.6068,0.86084,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,320
0.609,0.86242,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,365
0.60472,0.8589,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,322
0.55738,0.82766,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,95
0.61128,0.86216,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,407
0.5949,0.85506,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,293
0.61294,0.862,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,415
0.5906,0.84952,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,232
0.566,0.8354,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,105
0.5329,0.8083,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,41
0.57324,0.8398,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,165
0.43886,0.7177,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,12
0.61278,0.8619,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,426
0.418,0.70034,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,37
0.5454,0.81664,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,58
0.55264,0.82348,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,73
0.60584,0.85938,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,357
0.60878,0.86104,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,394
0.60994,0.8607,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,348
0.61028,0.86182,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,392
0.56566,0.83438,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,135
0.61018,0.86218,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,393
0.55246,0.8257,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,79
0.56048,0.83214,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,115
0.61126,0.86198,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,382
0.48178,0.75986,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,42
0.61148,0.86218,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,390
0.54216,0.82018,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,76
0.58598,0.8511,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,243
0.5928,0.85018,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,233
0.49266,0.77212,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,18
0.60434,0.85876,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,309
0.6042,0.8569,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,325
0.60818,0.85984,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,360
0.6129,0.8618,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,412
0.57572,0.8424,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,174
0.59324,0.85294,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,271
0.60632,0.85872,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,344
0.48322,0.76024,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,16
0.59594,0.8561,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,283
0.55742,0.82798,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,98
0.58984,0.85198,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,252
0.61076,0.86088,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,376
0.5756,0.84482,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,172
0.5768,0.8425,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,161
0.5969,0.85446,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,287
0.5861,0.85004,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,229
0.31218,0.57386,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,6
0.52812,0.80648,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,48
0.5853,0.8493,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,220
0.49854,0.77588,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,19
0.6101,0.86058,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,398
0.58494,0.84734,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,198
0.56826,0.83784,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,126
0.51504,0.79114,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,24
0.44626,0.72542,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,13
0.58634,0.8487,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,212
0.5965,0.85476,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,302
0.59876,0.85854,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,301
0.56758,0.8387,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,120
0.59788,0.8536,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,294
0.59248,0.85216,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,284
0.59142,0.85266,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,261
0.60586,0.85926,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,368
0.56114,0.83386,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,122
0.5258,0.80632,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,45
0.51348,0.78852,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,25
0.5684,0.83776,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,127
0.60384,0.85826,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,318
0.52448,0.80078,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,31
0.57918,0.84308,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,180
0.61272,0.8623,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,401
0.60978,0.8615,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,355
0.60542,0.86102,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,336
0.61112,0.8614,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,385
0.60874,0.86122,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,359
0.11782,0.27298,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,3
0.57604,0.84282,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,167
0.56608,0.83892,Model-B-16_Data-80M_Samples-34B_lr-1e-3_bs-88k.pt,139
