imagenet-zeroshot-val-top1,imagenet-zeroshot-val-top5,name,epoch
0.5848,0.8452,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,22
0.5243,0.7979,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,14
0.626,0.8745,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,29
0.5153,0.7893,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,11
0.5005,0.7775,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,7
0.5955,0.8547,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,24
0.631,0.8782,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,31
0.3348,0.5942,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,1
0.5066,0.7812,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,8
0.5757,0.8398,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,21
0.5257,0.7974,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,12
0.6125,0.8666,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,27
0.5077,0.7836,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,10
0.4655,0.7419,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,4
0.591,0.8491,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,23
0.5537,0.8197,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,17
0.5583,0.8258,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,19
0.5475,0.8164,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,16
0.5273,0.7983,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,13
0.6086,0.8622,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,26
0.6328,0.8795,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,32
0.5554,0.8249,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,18
0.6299,0.8754,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,30
0.4232,0.7016,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,2
0.5145,0.7918,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,9
0.564,0.8269,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,20
0.6025,0.8581,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,25
0.4907,0.7656,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,5
0.4585,0.7355,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,3
0.6185,0.8693,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,28
0.5459,0.8136,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,15
0.4699,0.7445,Model-B-32_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,6
0.6584,0.899,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,17
0.6404,0.8882,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,13
0.6654,0.901,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,18
0.6944,0.9166,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,23
0.727,0.9293,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,30
0.7252,0.9274,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,29
0.7295,0.9293,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,31
0.6914,0.9137,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,22
0.6167,0.8684,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,6
0.6316,0.8831,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,11
0.7298,0.9301,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,32
0.489,0.7657,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,1
0.632,0.8799,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,10
0.7012,0.9189,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,24
0.6054,0.8626,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,4
0.5894,0.8518,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,3
0.6751,0.9057,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,20
0.7167,0.9247,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,27
0.6486,0.893,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,15
0.7221,0.9264,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,28
0.6263,0.874,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,8
0.6376,0.8858,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,12
0.6066,0.8654,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,5
0.6288,0.8785,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,9
0.6802,0.9102,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,21
0.7125,0.9237,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,26
0.6433,0.8876,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,14
0.7061,0.9205,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,25
0.6196,0.8708,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,7
0.5646,0.8308,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,2
0.6532,0.8943,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,16
0.6749,0.9065,Model-L-14_Data-400M_Samples-13B_lr-1e-3_bs-86k.pt,19
0.6943,0.9145,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,56
0.7087,0.9214,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,64
0.614,0.869,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,10
0.6588,0.8955,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,34
0.6394,0.8833,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,22
0.6764,0.9061,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,49
0.7306,0.9294,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,75
0.5217,0.8007,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,2
0.7108,0.923,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,65
0.6435,0.8847,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,21
0.6518,0.8935,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,30
0.7305,0.9313,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,76
0.7014,0.9184,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,61
0.59,0.8538,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,4
0.6897,0.9132,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,57
0.6174,0.8708,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,9
0.6474,0.8929,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,29
0.6719,0.9035,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,45
0.7382,0.9333,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,80
0.724,0.9281,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,73
0.722,0.928,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,70
0.6317,0.8806,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,15
0.6367,0.8821,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,16
0.657,0.8934,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,32
0.6653,0.9019,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,41
0.7392,0.9331,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,84
0.7385,0.933,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,82
0.6871,0.9113,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,55
0.6377,0.8845,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,20
0.7372,0.9328,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,81
0.6755,0.906,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,48
0.6853,0.9122,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,54
0.6634,0.8967,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,40
0.6633,0.9015,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,39
0.631,0.8802,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,18
0.6439,0.8869,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,23
0.6521,0.8943,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,33
0.6588,0.8979,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,36
0.6695,0.9013,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,44
0.7088,0.9211,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,66
0.6495,0.8895,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,26
0.6265,0.8781,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,14
0.7215,0.9289,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,71
0.6216,0.8746,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,11
0.736,0.9321,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,79
0.7049,0.9212,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,63
0.6513,0.8909,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,28
0.7265,0.9293,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,72
0.6444,0.887,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,24
0.7197,0.9268,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,69
0.6386,0.8857,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,25
0.6108,0.8666,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,7
0.7281,0.9293,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,74
0.6105,0.8662,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,6
0.6931,0.9159,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,60
0.5753,0.8395,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,3
0.6834,0.9096,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,52
0.6743,0.9035,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,47
0.704,0.9201,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,62
0.6262,0.8752,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,12
0.6589,0.8966,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,37
0.7362,0.9322,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,78
0.6801,0.9072,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,51
0.6959,0.9172,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,59
0.674,0.9058,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,46
0.6272,0.8785,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,13
0.6872,0.9106,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,53
0.6363,0.8814,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,19
0.6788,0.906,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,50
0.7393,0.9333,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,83
0.6576,0.8982,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,35
0.7148,0.9254,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,68
0.6002,0.8607,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,5
0.6946,0.9149,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,58
0.6682,0.8989,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,43
0.6583,0.8918,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,31
0.6691,0.9011,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,42
0.6162,0.8716,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,8
0.7345,0.9316,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,77
0.7143,0.9242,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,67
0.6335,0.8775,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,17
0.6454,0.8865,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,27
0.3533,0.624,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,1
0.66,0.8974,Model-L-14_Data-400M_Samples-34B_lr-1e-3_bs-86k.pt,38
0.6257,0.8811,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,22
0.6401,0.8889,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,28
0.6343,0.883,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,26
0.658,0.8972,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,36
0.6774,0.9085,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,41
0.6185,0.8754,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,19
0.6335,0.8835,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,24
0.7291,0.9304,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,60
0.6506,0.8941,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,32
0.629,0.8846,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,25
0.6319,0.8835,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,29
0.6244,0.8762,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,20
0.6835,0.9117,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,44
0.7133,0.9252,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,53
0.5677,0.84,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,6
0.7178,0.9252,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,54
0.6865,0.9118,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,45
0.6175,0.8719,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,21
0.6427,0.8912,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,30
0.6738,0.9056,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,40
0.666,0.9029,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,38
0.6778,0.9092,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,42
0.655,0.8964,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,35
0.6148,0.8743,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,14
0.5998,0.8603,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,12
0.6908,0.9126,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,46
0.5879,0.855,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,8
0.7089,0.9221,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,51
0.6691,0.9045,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,39
0.1209,0.284,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,1
0.6551,0.8982,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,34
0.545,0.8216,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,5
0.7312,0.9317,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,63
0.6938,0.9175,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,47
0.638,0.8874,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,31
0.6757,0.9071,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,43
0.7304,0.9315,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,62
0.6112,0.8695,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,15
0.3646,0.6412,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,2
0.5962,0.8578,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,10
0.4758,0.7591,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,3
0.5986,0.863,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,11
0.7201,0.9275,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,56
0.6166,0.8709,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,16
0.589,0.8544,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,9
0.6045,0.8661,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,13
0.7309,0.9313,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,64
0.7095,0.9242,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,52
0.7206,0.9284,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,57
0.7273,0.9297,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,58
0.6435,0.8914,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,27
0.5825,0.8518,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,7
0.5125,0.7959,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,4
0.6647,0.9011,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,37
0.6278,0.8792,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,23
0.6199,0.8761,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,18
0.6998,0.9185,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,50
0.7283,0.9298,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,59
0.6497,0.8929,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,33
0.7303,0.931,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,61
0.6195,0.8734,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,17
0.6934,0.9163,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,48
0.6992,0.9201,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,49
0.7175,0.9266,Model-L-14_Data-2B_Samples-13B_lr-1e-3_bs-86k.pt,55
0.30304,0.56188,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,1
0.38472,0.66062,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,2
0.41322,0.6963,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,3
0.4354,0.71798,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,4
0.44356,0.72498,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,5
0.45188,0.73414,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,6
0.45538,0.74098,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,7
0.4562,0.7428,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,8
0.46894,0.75218,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,9
0.47344,0.75146,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,10
0.4669,0.75104,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,11
0.47214,0.75604,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,12
0.47866,0.76086,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,13
0.47892,0.76034,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,14
0.4869,0.76586,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,15
0.48822,0.7707,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,16
0.48736,0.76996,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,17
0.49296,0.77554,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,18
0.49434,0.77862,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,19
0.49474,0.77376,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,20
0.4959,0.78088,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,21
0.49902,0.77934,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,22
0.4989,0.78128,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,23
0.50612,0.78626,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,24
0.50748,0.78864,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,25
0.50786,0.7884,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,26
0.50734,0.78836,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,27
0.51172,0.79262,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,28
0.5127,0.7892,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,29
0.51342,0.79036,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,30
0.51908,0.7964,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,31
0.52006,0.79952,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,32
0.5237,0.80164,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,33
0.52916,0.80734,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,34
0.52802,0.80548,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,35
0.53502,0.81048,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,36
0.53716,0.8155,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,37
0.53728,0.81532,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,38
0.5438,0.81968,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,39
0.546,0.8176,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,40
0.54932,0.82408,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,41
0.5568,0.82876,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,42
0.55638,0.83088,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,43
0.5575,0.83174,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,44
0.56294,0.83314,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,45
0.568,0.83652,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,46
0.57332,0.84166,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,47
0.57578,0.8432,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,48
0.5801,0.84754,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,49
0.58488,0.85106,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,50
0.58808,0.85088,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,51
0.593,0.85482,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,52
0.59764,0.85956,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,53
0.60064,0.86042,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,54
0.60028,0.86106,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,55
0.60678,0.86398,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,56
0.60842,0.86608,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,57
0.61386,0.86958,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,58
0.61822,0.8709,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,59
0.61804,0.87246,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,60
0.6203,0.87326,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,61
0.6236,0.8756,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,62
0.62458,0.87536,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,63
0.62552,0.87638,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,64
0.62564,0.87592,Model-B-32_Data-2B_Samples-13B_lr-5e-4_bs-32k.pt,65
0.11594,0.27094,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,1
0.26732,0.51006,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,2
0.3263,0.5877,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,3
0.35768,0.634,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,4
0.3778,0.6517,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,5
0.3925,0.67212,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,6
0.4089,0.686,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,7
0.41612,0.69682,Model-B-32_Data-80M_Samples-3B_lr-5e-4_bs-32k.pt,8
